Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity DCAF10-N1,Intensity DCAF10-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
P02545;Q3BDU5;Q5TCI8;H0YAB0;A0A0C4DGC5,P02545;Q3BDU5;Q5TCI8,6;5;4;2;1,6;5;4;2;1,6;5;4;2;1,Prelamin-A/C;Lamin-A/C,LMNA,sp|P02545|LMNA_HUMAN Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1;tr|Q3BDU5|Q3BDU5_HUMAN Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1;tr|Q5TCI8|Q5TCI8_HUMAN Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1,6,6,10.8,23.0682388759096,23.2397838045464,25.8328940693289,25.9174332705667
Q9Y383;A0A0A6YYJ8;Q9NQ29;V9GZ75;F8WEU3;B8ZZ10;A8MYV2;B8ZZ09,Q9Y383;A0A0A6YYJ8,6;4;2;2;2;2;2;1,6;4;2;2;2;2;2;1,6;4;2;2;2;2;2;1,Putative RNA-binding protein Luc7-like 2,LUC7L2,sp|Q9Y383|LC7L2_HUMAN Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens OX=9606 GN=LUC7L2 PE=1 SV=2;tr|A0A0A6YYJ8|A0A0A6YYJ8_HUMAN Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens OX=9606 GN=LUC7L2 PE=4 SV=1,6,6,18.1,25.8798890731872,24.6433387731874,4.53479258161074,4.42757633222893
P43358;P43363;C9JZJ5;C9J9C2;C9JK50;C9JIR1;P43362;P43355;O15480;P43361;A2A368;Q96M61;A8MXT2;A0A0A0MSA3,P43358,7;3;3;3;3;3;2;1;1;1;1;1;1;1,7;3;3;3;3;3;2;1;1;1;1;1;1;1,6;2;3;3;3;3;2;0;0;0;0;0;0;0,Melanoma-associated antigen 4,MAGEA4,sp|P43358|MAGA4_HUMAN Melanoma-associated antigen 4 OS=Homo sapiens OX=9606 GN=MAGEA4 PE=1 SV=2,7,6,17.4,21.8233765703596,24.0195405072242,27.9132500065557,28.1378992171952
Q7Z434,Q7Z434,6,6,6,Mitochondrial antiviral-signaling protein,MAVS,sp|Q7Z434|MAVS_HUMAN Mitochondrial antiviral-signaling protein OS=Homo sapiens OX=9606 GN=MAVS PE=1 SV=2,6,6,23.0,22.6152900865291,22.5220029212554,27.2365358570001,27.3598449837167
Q9HCC0;D6RD67;D6R9R1;D6RDF7;A0A0G2JM88,Q9HCC0;D6RD67;D6R9R1;D6RDF7,6;3;3;3;1,6;3;3;3;1,6;3;3;3;1,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",MCCC2,"sp|Q9HCC0|MCCB_HUMAN Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial OS=Homo sapiens OX=9606 GN=MCCC2 PE=1 SV=1;tr|D6RD67|D6RD67_HUMAN Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MCCC2 PE=1 SV=2",6,6,15.3,24.8585168172739,25.4321157067449,22.931027457219,22.3654894528377
F5H199;Q8IXL7;F5H7C4;F5H6G9;H0YFW5;H7C2B7,F5H199;Q8IXL7;F5H7C4;F5H6G9;H0YFW5;H7C2B7,6;5;5;4;4;3,6;5;5;4;4;3,6;5;5;4;4;3,Methionine-R-sulfoxide reductase B3,MSRB3,tr|F5H199|F5H199_HUMAN Peptide-methionine (R)-S-oxide reductase (Fragment) OS=Homo sapiens OX=9606 GN=MSRB3 PE=1 SV=1;sp|Q8IXL7|MSRB3_HUMAN Methionine-R-sulfoxide reductase B3 OS=Homo sapiens OX=9606 GN=MSRB3 PE=1 SV=2;tr|F5H7C4|F5H7C4_HUMAN Methionine-R-s,6,6,47.0,25.9518707405978,26.786062987479,24.6350015467788,24.4339628254354
Q9ULD2;H0YC63;A0A0U1RQI2,Q9ULD2;H0YC63,6;4;1,6;4;1,6;4;1,Microtubule-associated tumor suppressor 1,MTUS1,sp|Q9ULD2|MTUS1_HUMAN Microtubule-associated tumor suppressor 1 OS=Homo sapiens OX=9606 GN=MTUS1 PE=1 SV=2;tr|H0YC63|H0YC63_HUMAN Microtubule-associated tumor suppressor 1 (Fragment) OS=Homo sapiens OX=9606 GN=MTUS1 PE=1 SV=1,6,6,6.0,4.03754943657932,3.97963032888006,25.9640441470662,25.1812414468888
Q8TBE9;REV__CON__P02672,Q8TBE9,6;1,6;1,6;1,N-acylneuraminate-9-phosphatase,NANP,sp|Q8TBE9|NANP_HUMAN N-acylneuraminate-9-phosphatase OS=Homo sapiens OX=9606 GN=NANP PE=1 SV=1,6,6,25.8,22.3779571504859,22.2168820042213,28.1180295093597,28.1000902683163
Q96PY6;H0Y8M6,Q96PY6,6;1,6;1,6;1,Serine/threonine-protein kinase Nek1,NEK1,sp|Q96PY6|NEK1_HUMAN Serine/threonine-protein kinase Nek1 OS=Homo sapiens OX=9606 GN=NEK1 PE=1 SV=2,6,6,5.8,4.03754943657932,3.97963032888006,25.3345976408935,24.3021513660519
P30419;K7EN82;O60551;B7Z8J4;Q5VUC6,P30419,6;2;1;1;1,6;2;1;1;1,6;2;1;1;1,Glycylpeptide N-tetradecanoyltransferase 1,NMT1,sp|P30419|NMT1_HUMAN Glycylpeptide N-tetradecanoyltransferase 1 OS=Homo sapiens OX=9606 GN=NMT1 PE=1 SV=2,6,6,18.5,4.03754943657932,3.97963032888006,27.5778752583337,27.8933655106049
Q96F24,Q96F24,6,6,6,Nuclear receptor-binding factor 2,NRBF2,sp|Q96F24|NRBF2_HUMAN Nuclear receptor-binding factor 2 OS=Homo sapiens OX=9606 GN=NRBF2 PE=1 SV=1,6,6,32.4,4.03754943657932,3.97963032888006,27.189144987279,27.1910293854582
Q08J23;A0A140T9Y7,Q08J23,6;1,6;1,6;1,tRNA (cytosine(34)-C(5))-methyltransferase,NSUN2,sp|Q08J23|NSUN2_HUMAN RNA cytosine C(5)-methyltransferase NSUN2 OS=Homo sapiens OX=9606 GN=NSUN2 PE=1 SV=2,6,6,10.0,4.03754943657932,3.97963032888006,26.0923476103772,25.0827373635108
Q9H0J9;G5E9U9,Q9H0J9;G5E9U9,7;4,6;3,6;3,Poly [ADP-ribose] polymerase 12,PARP12,"sp|Q9H0J9|PAR12_HUMAN Protein mono-ADP-ribosyltransferase PARP12 OS=Homo sapiens OX=9606 GN=PARP12 PE=1 SV=1;tr|G5E9U9|G5E9U9_HUMAN Poly (ADP-ribose) polymerase family, member 12, isoform CRA_a OS=Homo sapiens OX=9606 GN=PARP12 PE=1 SV=1",7,6,9.8,4.03754943657932,3.97963032888006,25.8309375776001,24.1109203729438
Q15366;H3BRU6;F8VZX2;F8W0G4;F8VXH9;F8W1G6;P57721;J3QT27;E9PFP8;H3BND9;H3BSS4;F8VRH0,Q15366;H3BRU6;F8VZX2;F8W0G4;F8VXH9;F8W1G6,10;9;9;7;7;6;4;4;4;3;2;2,6;5;5;3;4;3;1;1;1;2;2;2,6;5;5;3;4;3;1;1;1;2;2;2,Poly(rC)-binding protein 2,PCBP2,sp|Q15366|PCBP2_HUMAN Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1;tr|H3BRU6|H3BRU6_HUMAN Poly(rC)-binding protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1;tr|F8VZX2|F8VZX2_HUMAN Poly(rC)-binding protein 2 OS=Homo sa,10,6,40.3,24.2167488180281,24.2434349285038,28.7645534945143,28.9121937249537
Q8WW12,Q8WW12,6,6,6,PEST proteolytic signal-containing nuclear protein,PCNP,sp|Q8WW12|PCNP_HUMAN PEST proteolytic signal-containing nuclear protein OS=Homo sapiens OX=9606 GN=PCNP PE=1 SV=2,6,6,36.5,22.5157854849815,22.2745214800922,30.2240052449907,29.9519929845246
Q9NR12;D6RH06;D6RF83;H7BYK4;D6RAN1,Q9NR12;D6RH06;D6RF83;H7BYK4,6;5;4;4;2,6;5;4;4;2,6;5;4;4;2,PDZ and LIM domain protein 7,PDLIM7,sp|Q9NR12|PDLI7_HUMAN PDZ and LIM domain protein 7 OS=Homo sapiens OX=9606 GN=PDLIM7 PE=1 SV=1;tr|D6RH06|D6RH06_HUMAN PDZ and LIM domain protein 7 (Fragment) OS=Homo sapiens OX=9606 GN=PDLIM7 PE=1 SV=1;tr|D6RF83|D6RF83_HUMAN PDZ and LIM domain protein 7 (F,6,6,16.2,4.03754943657932,3.97963032888006,27.0166957495375,27.0348563777362
Q15121;B1AKZ5,Q15121;B1AKZ5,6;3,6;3,6;3,Astrocytic phosphoprotein PEA-15,PEA15,sp|Q15121|PEA15_HUMAN Astrocytic phosphoprotein PEA-15 OS=Homo sapiens OX=9606 GN=PEA15 PE=1 SV=2;tr|B1AKZ5|B1AKZ5_HUMAN Astrocytic phosphoprotein PEA-15 OS=Homo sapiens OX=9606 GN=PEA15 PE=1 SV=1,6,6,51.5,22.518990067228,22.2439142702051,29.0351711132298,28.5862403962924
Q15054;E9PM91;E9PNC0;E9PRK3,Q15054,6;2;2;2,6;2;2;2,6;2;2;2,DNA polymerase delta subunit 3,POLD3,sp|Q15054|DPOD3_HUMAN DNA polymerase delta subunit 3 OS=Homo sapiens OX=9606 GN=POLD3 PE=1 SV=2,6,6,17.0,4.03754943657932,3.97963032888006,25.8311792633999,25.8835292981053
Q08209;P16298;E9PPC8;E9PK68;E7ETC2;Q5F2F8;P48454;H0YB02;Q5F2G0;H0YC26;G3V111,Q08209;P16298;E9PPC8;E9PK68;E7ETC2;Q5F2F8,6;4;4;4;4;4;2;1;1;1;1,6;4;4;4;4;4;2;1;1;1;1,6;4;4;4;4;4;2;1;1;1;1,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform;Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform;Serine/threonine-protein phosphatase,PPP3CA;PPP3CB,sp|Q08209|PP2BA_HUMAN Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Homo sapiens OX=9606 GN=PPP3CA PE=1 SV=1;sp|P16298|PP2BB_HUMAN Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform OS=Homo sapiens OX=9606 G,6,6,11.3,4.03754943657932,3.97963032888006,26.1002707694025,25.984897162774
P55036;Q5VWC4;A6PVX3;A2A3N6;H0Y561;H0Y3Y9,P55036;Q5VWC4;A6PVX3,6;6;5;2;1;1,6;6;5;2;1;1,6;6;5;2;1;1,26S proteasome non-ATPase regulatory subunit 4,PSMD4,sp|P55036|PSMD4_HUMAN 26S proteasome non-ATPase regulatory subunit 4 OS=Homo sapiens OX=9606 GN=PSMD4 PE=1 SV=1;tr|Q5VWC4|Q5VWC4_HUMAN 26S proteasome non-ATPase regulatory subunit 4 OS=Homo sapiens OX=9606 GN=PSMD4 PE=1 SV=1;tr|A6PVX3|A6PVX3_HUMAN 26S prot,6,6,26.8,4.03754943657932,3.97963032888006,28.4235418852315,28.0906830493706
Q9UL46;H0YM70;A0A087X1Z3;H0YKU2,Q9UL46;H0YM70;A0A087X1Z3,6;6;6;2,6;6;6;2,6;6;6;2,Proteasome activator complex subunit 2,PSME2,sp|Q9UL46|PSME2_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=4;tr|H0YM70|H0YM70_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=1;tr|A0A087X1Z3|A0A087X1Z3_HUMAN Proteasome activ,6,6,33.5,4.03754943657932,3.97963032888006,25.7818179276105,25.7491150856967
P61289;B3KQ25;K7ESG5;K9J957;A0A087WTV2;K7ENH2;K7EMD0;K7EPX6;K7EKR3;B7Z8D3,P61289;B3KQ25;K7ESG5;K9J957;A0A087WTV2;K7ENH2,6;5;5;5;4;3;2;2;2;1,6;5;5;5;4;3;2;2;2;1,6;5;5;5;4;3;2;2;2;1,Proteasome activator complex subunit 3,PSME3,sp|P61289|PSME3_HUMAN Proteasome activator complex subunit 3 OS=Homo sapiens OX=9606 GN=PSME3 PE=1 SV=1;tr|B3KQ25|B3KQ25_HUMAN Proteasome activator complex subunit 3 OS=Homo sapiens OX=9606 GN=PSME3 PE=1 SV=1;tr|K7ESG5|K7ESG5_HUMAN Proteasome activator com,6,6,29.9,4.03754943657932,3.97963032888006,27.1664338899385,27.3547265093045
P06737;E9PK47;P11216;P11217;H0Y4Z6,P06737;E9PK47,6;6;1;1;1,6;6;1;1;1,6;6;1;1;1,"Glycogen phosphorylase, liver form;Alpha-1,4 glucan phosphorylase",PYGL,"sp|P06737|PYGL_HUMAN Glycogen phosphorylase, liver form OS=Homo sapiens OX=9606 GN=PYGL PE=1 SV=4;tr|E9PK47|E9PK47_HUMAN Alpha-1,4 glucan phosphorylase OS=Homo sapiens OX=9606 GN=PYGL PE=1 SV=1",6,6,8.3,4.03754943657932,3.97963032888006,26.3989784864771,25.195354183215
P78332;E9PGM9;F8WCA5;F8WF63;C9J250;C9JSL1,P78332;E9PGM9;F8WCA5,7;7;5;2;1;1,6;6;5;2;1;1,6;6;5;2;1;1,RNA-binding protein 6,RBM6,sp|P78332|RBM6_HUMAN RNA-binding protein 6 OS=Homo sapiens OX=9606 GN=RBM6 PE=1 SV=5;tr|E9PGM9|E9PGM9_HUMAN RNA-binding protein 6 OS=Homo sapiens OX=9606 GN=RBM6 PE=1 SV=1;tr|F8WCA5|F8WCA5_HUMAN RNA-binding protein 6 OS=Homo sapiens OX=9606 GN=RBM6 PE=1 SV,7,6,9.1,4.03754943657932,3.97963032888006,23.8377857501046,26.1158885412794
P22670;P48378;P48380;H0Y7W5;F6USP3,P22670,6;2;2;1;1,6;2;2;1;1,6;2;2;1;1,MHC class II regulatory factor RFX1,RFX1,sp|P22670|RFX1_HUMAN MHC class II regulatory factor RFX1 OS=Homo sapiens OX=9606 GN=RFX1 PE=1 SV=2,6,6,8.2,4.03754943657932,3.97963032888006,25.795234506968,25.495367348406
O15541;Q8IZP6,O15541,6;1,6;1,6;1,RING finger protein 113A,RNF113A,sp|O15541|R113A_HUMAN E3 ubiquitin-protein ligase RNF113A OS=Homo sapiens OX=9606 GN=RNF113A PE=1 SV=1,6,6,22.7,4.03754943657932,3.97963032888006,26.9297640724774,26.9008111737587
O75116;E9PF63;D6REE7;Q14DU5;C9JFJ0,O75116;E9PF63,9;6;4;4;3,6;5;1;4;0,6;5;1;4;0,Rho-associated protein kinase 2,ROCK2,sp|O75116|ROCK2_HUMAN Rho-associated protein kinase 2 OS=Homo sapiens OX=9606 GN=ROCK2 PE=1 SV=4;tr|E9PF63|E9PF63_HUMAN Rho-associated protein kinase 2 OS=Homo sapiens OX=9606 GN=ROCK2 PE=1 SV=1,9,6,7.8,4.03754943657932,3.97963032888006,26.4547698065292,26.2826668141428
P36578;H3BU31;H3BTP7;H3BM89,P36578;H3BU31;H3BTP7;H3BM89,6;4;3;3,6;4;3;3,6;4;3;3,60S ribosomal protein L4,RPL4,sp|P36578|RL4_HUMAN 60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=5;tr|H3BU31|H3BU31_HUMAN 60S ribosomal protein L4 (Fragment) OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=1;tr|H3BTP7|H3BTP7_HUMAN 60S ribosomal protein L4 (Fragment) OS=Homo s,6,6,16.6,23.3268709912012,23.8356672548034,26.2215505417909,26.2391610278205
P23396;E9PPU1;H0YEU2;E9PL09;F2Z2S8;H0YF32;H0YCJ7;E9PQ96;E9PJH4;E9PK82;E9PSF4;H0YES8;E9PQX2,P23396;E9PPU1;H0YEU2;E9PL09;F2Z2S8;H0YF32;H0YCJ7;E9PQ96;E9PJH4;E9PK82,6;5;5;5;4;4;4;3;3;3;2;1;1,6;5;5;5;4;4;4;3;3;3;2;1;1,6;5;5;5;4;4;4;3;3;3;2;1;1,40S ribosomal protein S3,RPS3,sp|P23396|RS3_HUMAN 40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2;tr|E9PPU1|E9PPU1_HUMAN 40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=1;tr|H0YEU2|H0YEU2_HUMAN 40S ribosomal protein S3 (Fragment) OS=Homo sapiens OX=9,6,6,27.2,25.1117960120829,24.9718473296622,23.9494904773214,23.0857304825798
P31350;C9JXC1;A0A286YFD6;A0A2R8Y837,P31350;C9JXC1;A0A286YFD6,8;8;8;1,8;8;8;1,6;6;6;1,Ribonucleoside-diphosphate reductase subunit M2,RRM2,sp|P31350|RIR2_HUMAN Ribonucleoside-diphosphate reductase subunit M2 OS=Homo sapiens OX=9606 GN=RRM2 PE=1 SV=1;tr|C9JXC1|C9JXC1_HUMAN Ribonucleoside-diphosphate reductase subunit M2 (Fragment) OS=Homo sapiens OX=9606 GN=RRM2 PE=1 SV=1;tr|A0A286YFD6|A0A286Y,8,6,25.4,4.03754943657932,3.97963032888006,26.5031695417762,26.0068658662711
Q14684,Q14684,6,6,6,Ribosomal RNA processing protein 1 homolog B,RRP1B,sp|Q14684|RRP1B_HUMAN Ribosomal RNA processing protein 1 homolog B OS=Homo sapiens OX=9606 GN=RRP1B PE=1 SV=3,6,6,10.8,4.03754943657932,3.97963032888006,25.1530976916326,26.5341857875537
Q15424;K7ES42;K7EII0,Q15424,13;2;1,13;2;1,6;2;1,Scaffold attachment factor B1,SAFB,sp|Q15424|SAFB1_HUMAN Scaffold attachment factor B1 OS=Homo sapiens OX=9606 GN=SAFB PE=1 SV=4,13,6,21.5,23.9613747970284,23.9215941100809,29.4041781848849,29.0076626384575
Q9H7N4,Q9H7N4,6,6,6,"Splicing factor, arginine/serine-rich 19",SCAF1,"sp|Q9H7N4|SFR19_HUMAN Splicing factor, arginine/serine-rich 19 OS=Homo sapiens OX=9606 GN=SCAF1 PE=1 SV=3",6,6,6.7,4.03754943657932,3.97963032888006,24.7010229653804,26.5037154829542
O15027;A0A3F2YNX0;A0A3F2YNZ0;F1T0I1;A0A0C4DH09;X6RGP5;Q8N9G1,O15027;A0A3F2YNX0;A0A3F2YNZ0;F1T0I1;A0A0C4DH09;X6RGP5,6;6;6;6;3;3;1,6;6;6;6;3;3;1,6;6;6;6;3;3;1,Protein transport protein Sec16A,SEC16A,sp|O15027|SC16A_HUMAN Protein transport protein Sec16A OS=Homo sapiens OX=9606 GN=SEC16A PE=1 SV=4;tr|A0A3F2YNX0|A0A3F2YNX0_HUMAN Protein transport protein sec16 OS=Homo sapiens OX=9606 GN=SEC16A PE=1 SV=1;tr|A0A3F2YNZ0|A0A3F2YNZ0_HUMAN Protein transport p,6,6,4.3,21.2873178386806,21.7875582666327,25.3861722055606,23.7377894997231
Q7L8J4,Q7L8J4,6,6,6,SH3 domain-binding protein 5-like,SH3BP5L,sp|Q7L8J4|3BP5L_HUMAN SH3 domain-binding protein 5-like OS=Homo sapiens OX=9606 GN=SH3BP5L PE=1 SV=1,6,6,16.8,4.03754943657932,3.97963032888006,27.5099790023768,27.4368243702563
P05141;P12235;V9GYG0;Q9H0C2,P05141,12;5;4;3,12;5;4;3,6;0;0;0,"ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed",SLC25A5,sp|P05141|ADT2_HUMAN ADP/ATP translocase 2 OS=Homo sapiens OX=9606 GN=SLC25A5 PE=1 SV=7,12,6,37.9,27.1951664178681,27.3655295004454,28.9423204399279,28.5612166135116
E9PFN4;A0A0A0MST8;Q9Y6M7;H7C3C4;C9JRP1,E9PFN4;A0A0A0MST8;Q9Y6M7;H7C3C4;C9JRP1,6;5;4;4;4,6;5;4;4;4,6;5;4;4;4,Anion exchange protein;Sodium bicarbonate cotransporter 3,SLC4A7,tr|E9PFN4|E9PFN4_HUMAN Anion exchange protein OS=Homo sapiens OX=9606 GN=SLC4A7 PE=1 SV=1;tr|A0A0A0MST8|A0A0A0MST8_HUMAN Anion exchange protein OS=Homo sapiens OX=9606 GN=SLC4A7 PE=1 SV=1;sp|Q9Y6M7|S4A7_HUMAN Sodium bicarbonate cotransporter 3 OS=Homo sapi,6,6,6.3,4.03754943657932,3.97963032888006,26.3275396241997,25.8753258374062
Q969G3;A0A2R8Y765;J3QKS7;A0A2R8Y7U4;A0A2U3TZQ7;A0A2R8Y7I9;A0A2R8Y4T4;A0A2R8YES3;A0A2R8Y855;B4DGM3;J3QR61;J3KT85;A0A2R8YD78,Q969G3;A0A2R8Y765;J3QKS7;A0A2R8Y7U4;A0A2U3TZQ7;A0A2R8Y7I9;A0A2R8Y4T4;A0A2R8YES3;A0A2R8Y855;B4DGM3;J3QR61,6;6;6;6;6;6;6;6;6;6;5;2;2,6;6;6;6;6;6;6;6;6;6;5;2;2,6;6;6;6;6;6;6;6;6;6;5;2;2,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,SMARCE1,sp|Q969G3|SMCE1_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 OS=Homo sapiens OX=9606 GN=SMARCE1 PE=1 SV=2;tr|A0A2R8Y765|A0A2R8Y765_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of c,6,6,19.7,4.03754943657932,3.97963032888006,25.3098374109662,25.9975931600503
P62316;K7ERG4;K7EJB5,P62316;K7ERG4,6;3;2,6;3;2,6;3;2,Small nuclear ribonucleoprotein Sm D2,SNRPD2,sp|P62316|SMD2_HUMAN Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens OX=9606 GN=SNRPD2 PE=1 SV=1;tr|K7ERG4|K7ERG4_HUMAN Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens OX=9606 GN=SNRPD2 PE=1 SV=1,6,6,55.9,4.03754943657932,3.97963032888006,26.5549526186444,25.8508371350379
P48436;P57073;P56693;A6PVD3;P35713;Q9H6I2,P48436;P57073,6;3;2;2;1;1,6;3;2;2;1;1,6;3;2;2;1;1,Transcription factor SOX-9;Transcription factor SOX-8,SOX9;SOX8,sp|P48436|SOX9_HUMAN Transcription factor SOX-9 OS=Homo sapiens OX=9606 GN=SOX9 PE=1 SV=1;sp|P57073|SOX8_HUMAN Transcription factor SOX-8 OS=Homo sapiens OX=9606 GN=SOX8 PE=2 SV=1,6,6,15.9,4.03754943657932,3.97963032888006,25.9590544096112,26.7725352738116
Q8NB90;P62195;J3QRR3;J3QRW1;J3QLH6;J3KRP2;J3QSA9;J3QQM1,Q8NB90,6;1;1;1;1;1;1;1,6;1;1;1;1;1;1;1,6;1;1;1;1;1;1;1,Spermatogenesis-associated protein 5,SPATA5,sp|Q8NB90|AFG2H_HUMAN ATPase family protein 2 homolog OS=Homo sapiens OX=9606 GN=SPATA5 PE=1 SV=3,6,6,10.8,4.03754943657932,3.97963032888006,26.2353127931139,26.1429702067426
Q658P3;B8ZZX6,Q658P3;B8ZZX6,6;5,6;5,6;5,Metalloreductase STEAP3,STEAP3,sp|Q658P3|STEA3_HUMAN Metalloreductase STEAP3 OS=Homo sapiens OX=9606 GN=STEAP3 PE=1 SV=2;tr|B8ZZX6|B8ZZX6_HUMAN Metalloreductase STEAP3 OS=Homo sapiens OX=9606 GN=STEAP3 PE=1 SV=1,6,6,16.4,4.03754943657932,3.97963032888006,27.3506017547952,27.3972165953065
Q13033;G3V340;G3V3G7,Q13033;G3V340,8;4;2,7;3;1,6;3;1,Striatin-3,STRN3,sp|Q13033|STRN3_HUMAN Striatin-3 OS=Homo sapiens OX=9606 GN=STRN3 PE=1 SV=3;tr|G3V340|G3V340_HUMAN Striatin-3 OS=Homo sapiens OX=9606 GN=STRN3 PE=1 SV=1,8,6,13.6,4.03754943657932,3.97963032888006,27.5246982091255,26.0045961306698
Q96A49,Q96A49,6,6,6,Synapse-associated protein 1,SYAP1,sp|Q96A49|SYAP1_HUMAN Synapse-associated protein 1 OS=Homo sapiens OX=9606 GN=SYAP1 PE=1 SV=1,6,6,18.8,4.03754943657932,3.97963032888006,26.1323200781597,26.1165232334905
P26639;A2RTX5;B7ZLP8,P26639,6;1;1,6;1;1,6;1;1,"Threonine--tRNA ligase, cytoplasmic",TARS,"sp|P26639|SYTC_HUMAN Threonine--tRNA ligase 1, cytoplasmic OS=Homo sapiens OX=9606 GN=TARS1 PE=1 SV=3",6,6,8.2,4.03754943657932,3.97963032888006,26.022654810295,26.1591748867177
Q9BYX2,Q9BYX2,6,6,6,TBC1 domain family member 2A,TBC1D2,sp|Q9BYX2|TBD2A_HUMAN TBC1 domain family member 2A OS=Homo sapiens OX=9606 GN=TBC1D2 PE=1 SV=3,6,6,7.9,4.03754943657932,3.97963032888006,25.2288700550666,26.3311156720893
Q9UPU7;C9JW56,Q9UPU7,6;2,6;2,6;2,TBC1 domain family member 2B,TBC1D2B,sp|Q9UPU7|TBD2B_HUMAN TBC1 domain family member 2B OS=Homo sapiens OX=9606 GN=TBC1D2B PE=1 SV=2,6,6,9.2,4.03754943657932,3.97963032888006,25.2929158473449,24.2237613432261
Q9BV44;H7C0R6;H7C3J3,Q9BV44;H7C0R6,6;3;2,6;3;2,6;3;2,THUMP domain-containing protein 3,THUMPD3,sp|Q9BV44|THUM3_HUMAN THUMP domain-containing protein 3 OS=Homo sapiens OX=9606 GN=THUMPD3 PE=1 SV=1;tr|H7C0R6|H7C0R6_HUMAN THUMP domain-containing protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=THUMPD3 PE=1 SV=1,6,6,13.6,4.03754943657932,3.97963032888006,25.6318695601186,23.8101958316689
O43399;A0A087WYR3;A0A087WZ51,O43399;A0A087WYR3;A0A087WZ51,6;6;4,6;6;4,6;6;4,Tumor protein D54,TPD52L2,sp|O43399|TPD54_HUMAN Tumor protein D54 OS=Homo sapiens OX=9606 GN=TPD52L2 PE=1 SV=2;tr|A0A087WYR3|A0A087WYR3_HUMAN Tumor protein D54 OS=Homo sapiens OX=9606 GN=TPD52L2 PE=1 SV=1;tr|A0A087WZ51|A0A087WZ51_HUMAN Tumor protein D54 OS=Homo sapiens OX=9606 GN=T,6,6,41.7,4.03754943657932,3.97963032888006,28.9185482785008,28.1059949630014
Q15654;H7BZE2,Q15654,6;2,6;2,6;2,Thyroid receptor-interacting protein 6,TRIP6,sp|Q15654|TRIP6_HUMAN Thyroid receptor-interacting protein 6 OS=Homo sapiens OX=9606 GN=TRIP6 PE=1 SV=3,6,6,24.2,22.0302890769154,21.8412264836345,27.9721322804829,25.1861248212337
Q96AY4;A0A087WW06,Q96AY4;A0A087WW06,6;6,6;6,6;6,Tetratricopeptide repeat protein 28,TTC28,sp|Q96AY4|TTC28_HUMAN Tetratricopeptide repeat protein 28 OS=Homo sapiens OX=9606 GN=TTC28 PE=1 SV=4;tr|A0A087WW06|A0A087WW06_HUMAN Tetratricopeptide repeat protein 28 OS=Homo sapiens OX=9606 GN=TTC28 PE=1 SV=1,6,6,3.7,4.03754943657932,3.97963032888006,25.1763414866667,25.1439107540119
