ID,Intensity_L_5_Pulse_SILAC_DCAF9_24H_N1,Intensity_L_5_Pulse_SILAC_DCAF9_24H_N2,Intensity_L_5_Pulse_SILAC_DCAF9_24H_N3,Intensity_L_5_Pulse_SILAC_DCAF9_24H_N4,Intensity_L__Pulse_SILAC_BirA_JR_24H_N1,Intensity_L_5_Pulse_SILAC_BirA_JR_24H_N2,Intensity_L_5_Pulse_SILAC_BirA_JR_24H_N3,Intensity_L_5_Pulse_SILAC_BirA_JR_24H_N4
protein_1614,31.5869126004831,32.0420068760304,31.8107209916165,31.7557052427538,32.047053709279,31.8455163694908,31.7294018934641,32.1713421610856
protein_1615,31.235420715262,31.3909577996397,31.3245579546754,31.4177317793749,31.5496654137362,31.7423563698981,31.3107565174379,31.0620333922883
protein_1616,25.525428012432,26.4305015047643,26.11053149924,24.7768457966125,26.4626485262556,25.8561894330847,25.7996327539311,25.7919466081835
protein_1617,26.4672183391343,27.4064661147614,27.5904847292898,28.133625652758,26.8105952312451,26.4841485811528,26.6014186371389,26.932497556295
protein_1618,32.6065076298981,32.6268392124129,32.4658055494054,32.5606311393514,32.7793811283412,32.4169819026411,32.5796704406971,32.8452953352261
protein_1620,23.7880354000474,28.3565999626427,25.5471941030445,25.5228165557023,25.5690785939715,27.8148531819785,27.1433422981136,26.8994377048995
protein_1621,26.5338654005429,26.011267011907,25.726676599284,25.7803033270387,26.2699800463644,27.3252028526983,27.0700941000198,26.7279877115661
protein_1622,26.9458989438618,27.5933455453162,26.0895240466811,25.0339888339169,26.02371100367,26.8027374194887,26.8987927314502,26.9188641971297
protein_1623,24.9173304192306,25.5440326616876,24.075860110949,25.9122197922598,25.3566437398349,25.0272265769724,24.8037335708779,25.9032717440692
protein_1624,29.8828842434709,31.0406116465829,31.0988217912632,30.815152924034,30.9420495985891,31.020420650539,30.489746203659,30.5475854086807
protein_1626,26.7238986977639,26.392785631693,26.1150685051105,25.7158694779138,27.6444825383846,27.8718108199181,27.8321921745351,26.9803094084274
protein_1628,32.5514883220138,33.2909527890728,32.7786727040601,32.9758406734291,32.6388385494643,32.6618216582772,31.9775124497508,31.7152189048002
protein_1629,26.4657965874723,26.8285025030692,25.4600802131109,26.0670415874213,25.5229205585037,26.3917133886817,26.1962160537493,23.617161959398
protein_1630,27.6907658781225,26.8499096346421,27.4360617115229,27.7997410068469,26.6340735331659,26.4677892930068,27.247136298516,26.3083291683434
protein_1631,25.4706466480562,24.9282920430003,26.0533528039858,25.7707006141332,25.0570760606716,25.7001293793108,25.3019948886516,25.5840743068661
protein_1632,29.646199866764,30.0871570686402,29.5002020065812,30.0349230087158,29.7214585864216,29.9852974056025,29.5579564092629,29.9401320875852
protein_1636,28.1923848134292,26.222608653123,26.0575768077775,27.0416100034391,27.3184953023777,27.3124796455062,27.7889253766421,26.5430408273915
protein_1638,25.6270661316748,24.4147338892067,24.9122969399834,23.9121897764469,24.3045217592078,25.2788644097543,24.9290200023643,25.3742927268055
protein_1640,24.5991261940338,24.746838799947,25.0631237368414,24.7656386618404,24.8064237607331,25.3155864835024,25.3603706938117,25.1505138273822
protein_1641,30.276586313479,30.2972105602884,30.3075243289709,30.3527963330484,30.288417497237,29.8334284477199,30.3821706127595,30.6971887563217
protein_1642,25.0524689602194,24.2263836968143,25.3001719215805,23.7444393044564,25.6108521320657,25.593721060032,23.7972814526861,23.9654627461219
protein_1643,28.8779589640099,29.3431170702047,29.3325001934893,28.9444244750479,29.142272090609,28.9324525507482,29.1115941364732,29.2978476134342
protein_1644,32.2572768315341,32.5634305474503,32.7691402737809,32.4791419595932,32.7432111281604,32.8406866749084,32.415504154593,32.392685201853
protein_1645,24.955515643338,25.7441202904189,25.6290555240162,24.1339989094539,24.7158655418709,24.2779500444164,24.3393700154506,24.536103286355
protein_1648,29.2592825820358,29.5395195512892,29.7165771055758,29.4603215898278,29.0749210101001,29.1198345675638,28.751324700101,31.1739333154396
protein_1649,28.7920075600793,29.0667942929489,29.0128387860524,28.9877241167164,28.4416929030367,28.9497060919605,28.2728876189485,28.7407455741076
protein_1650,26.4035251820333,27.4129681794587,27.253910864582,27.4627060195694,25.7390927384211,26.5706300901898,26.4966847350094,27.2516146915639
protein_1652,25.711161411777,25.8737343123006,25.5944747368128,25.9180609740357,27.2604859011886,26.0439411185393,26.8999513437461,26.3633008965244
protein_1653,31.1894889144021,31.4260902372454,31.5025505035353,31.6704329555714,31.6644549303932,31.5845554319149,31.0992127332533,30.4566698664733
protein_1654,28.7403423719546,28.1581919246272,27.6347442549984,28.4715936007697,28.0693329923842,28.4061061987831,28.5085064434703,26.3787981680248
protein_1655,27.6415818460316,28.2377278501059,28.3002558016375,27.8674856134828,27.3049371264524,27.5524925214025,27.6187898896467,27.9204713253456
protein_1656,30.4663435808593,30.8762594852008,31.1192317693381,30.9418538073737,30.7878937271488,30.7995002770017,30.4585568383045,31.0099379416004
protein_1657,24.1259219650083,24.3242763432152,24.005909725798,23.8692956832595,25.1753062475782,24.1341310590755,25.187250123508,24.6021082296963
protein_1659,29.3892598547611,28.4762941148275,30.1537176888899,29.1136644128619,28.5597597271351,29.3515356202478,29.3582972971866,28.9465584219501
protein_1660,32.4339205495021,32.8321342113781,33.0904716794584,32.8986207854348,32.784304816021,32.7970779609224,32.6662005842959,32.999697562373
protein_1661,29.8906483765781,30.0580605929298,30.2806478205169,29.8926716756106,30.0641159032001,29.7872266419527,29.3972069178986,30.2727160567794
protein_1662,30.5091126886787,30.6637841756405,30.8611129145632,30.9330051517319,30.8475598164239,31.6030837532951,30.4724771268924,30.5733536177575
protein_1663,31.184967980967,31.9760370894034,31.8909733944691,31.9372979971717,31.9304198983796,31.8878513927642,31.4741984076537,31.7116566400266
protein_1664,28.9638101986987,28.5090766284186,27.7088886796964,28.7093979538623,28.4623953395565,28.5837343758893,28.7757561668228,27.7138465431833
protein_1665,4.69036942081416,4.71041722824843,4.74197348520351,4.70063224572068,25.8446829646129,23.2131199264685,23.4864453491044,25.2068521602726
protein_1666,30.3953046752284,31.1769065724855,31.251201577324,31.1193146086156,31.4831352813005,31.1500890685537,30.7905360775541,30.7609529356291
protein_1667,27.083894452255,25.8981978066886,27.8237448187911,26.5958339059754,27.5141098516414,27.8251423310208,27.7265979425082,24.8917389230076
protein_1668,29.4655230129876,30.0435790770954,30.2521775069616,29.9379891968787,30.4047911672558,30.3970413206115,30.5226641641106,29.6254115375958
protein_1669,24.2417911519767,25.0536352731176,25.5616816567101,25.0007821942041,24.95150840812,25.0118340621221,23.8469994664325,24.7247481764734
protein_1670,29.3135199195425,29.097177994486,28.8780710297791,29.2966473309029,29.6586246393498,30.0698171743938,29.6933925284056,28.4516357109645
protein_1671,33.3619791490344,33.5263495274684,33.5719088310527,33.2903677203393,33.1716247100839,33.1487691895045,32.8222165356425,33.4470744163876
protein_1672,27.9613093728708,25.3673675140083,26.9276997614107,27.4493228527176,28.0611929559434,27.410464525339,28.2786548366145,27.6402614194753
protein_1674,29.7220218274931,29.2986120243695,29.150173624224,29.255717066848,29.7756735576079,28.8796780484265,28.936066241709,29.1514641290463
protein_1677,25.8033913288402,25.9774308206983,26.0222642392652,25.7773402371409,25.2306436142238,25.1088921277627,25.785833566172,25.609861332283
protein_1678,25.7726911797384,25.9352284607473,25.1025567155645,24.9884787723316,25.413095343913,25.9131027951525,25.4067027849087,25.0071115686217
protein_1679,29.1907638261798,29.1555132070781,29.3288557908645,29.4217565880723,30.2150634888138,29.853937889058,29.8997063302679,28.8721688066776
protein_1680,29.8625620796208,29.5350239870677,29.0811274173682,29.7029710099711,29.8183261872271,29.9793695907134,29.8886374334821,29.0866965891069
protein_1681,26.6400796190592,26.1640430506332,26.3996293026779,27.4720009116253,26.6130274747337,27.0197960485519,26.2469962242365,25.9421406467577
protein_1682,29.0007926373508,29.0750611569509,28.8265139080114,29.0633972232152,29.2062407230942,28.8385163798196,29.7316874382294,29.5067023908612
protein_1683,23.8044646467741,25.2490144268191,26.1372602473081,24.517499128878,25.4127253983912,25.4281509189147,25.4601256275696,25.2773362730843
protein_1684,29.1527485319186,29.0680220066401,29.3175562601137,28.9433967575785,28.4425992134262,28.712562593207,28.8768494099502,29.4125372484265
protein_1685,28.1707323225733,28.0911090981828,27.6321143024228,28.2663525699353,28.4790184387255,27.7989508881752,27.8194373280444,28.8292762323936
protein_1686,27.1900354431259,26.5193193198357,26.7762154017117,23.7151470725705,26.260897013264,26.8894134287893,25.8406826929384,26.2325772961631
protein_1687,28.9328771997667,28.909855198417,29.1353808201856,28.9262585504331,28.9704485668501,29.1132428305254,28.6860750731881,28.1691970380483
protein_1688,31.4831645377498,31.6891103950132,31.7153588288178,31.8396738340873,32.0864252020257,31.8247510624145,31.751324700101,32.1121177390458
protein_1689,29.0643359571838,28.3828412021781,28.7345349009907,28.4476153067854,28.1812550651666,28.3909115877037,27.85956896449,27.710753948128
protein_1690,29.7000977026438,30.0521347601014,29.849265834545,29.9074845884686,29.9511005797266,30.2788919893592,29.7281793634531,29.6405864768781
protein_1691,25.3970902424132,25.9497253394184,25.3090361782135,25.9909535492692,24.8787876149664,25.7916461433381,24.2263127780556,25.8551084751766
protein_1693,27.3967688885875,27.7685122949714,27.2056470049037,27.0700042778025,26.7371487865628,26.5530139146286,27.1028938210997,26.3335860127763
protein_1694,27.8911780825852,27.1211085244704,25.0685509329581,26.6136266088615,27.482731468388,27.0350856355404,27.371849888846,26.9557890460857
protein_1695,28.0016419531981,27.623957715488,27.7939418570051,28.0597436297318,27.7041479790164,27.657865719865,28.1574591303316,28.7017131354396
protein_1697,30.122181451771,30.1167592056398,30.4579434954851,30.1186644164844,30.7958208464523,30.6173708859946,30.5585208991619,29.8309862622748
protein_1698,28.3557300317129,27.0869797294943,26.0558886900438,27.1719236386453,27.5503662614745,28.1153845892573,27.5395177994292,25.3276227155521
protein_1699,27.8549582399194,28.5113991860024,27.9963013901262,28.2419010314869,28.721022896126,29.0045809553116,27.6650248537068,27.9297220630454
protein_1700,28.0403266142741,27.5186011016795,26.5285912761349,27.4999310935371,27.940900860266,27.3290893641519,27.6844467927982,27.5710058629011
protein_1702,32.2074936430912,32.52339580153,32.5028921989636,32.3041941399562,32.194278504363,32.0725471823819,32.0996733832102,32.1582215248294
protein_1703,4.69036942081416,4.71041722824843,4.74197348520351,4.70063224572068,24.6141541401879,24.8181587575395,23.5068051622927,24.8254752474631
protein_1704,26.8006004297285,27.4776145387169,27.1212065285931,24.9843161347928,25.5358418932323,25.9538480064371,25.1965642504624,25.5661771856818
protein_1705,29.4834685652722,29.1257985190278,28.0159704264609,28.5344658613966,29.1098099357253,29.3778930499681,28.5755768170534,27.6976921663604
protein_1706,25.9900405885742,26.0049805898043,25.4426312423547,25.9586780464682,27.1894668308068,27.7704828392297,27.5219696981944,27.7930517480683
protein_1707,29.7688915700012,29.5457017734785,29.972681143609,30.017798419459,30.2921933642758,30.5771650716384,30.2012422399567,29.6195421213377
protein_1708,29.6570219339856,29.8046544675236,29.2542356374136,29.2469971615545,29.0813848390176,29.4207496953175,29.3213889793958,28.5379236056201
protein_1709,29.8141789886139,30.0857507326787,30.4456725966189,30.2450621563089,30.2224480931748,30.0758390643865,29.9246609612594,30.5794889390952
protein_1710,24.5882312271822,24.6827044801906,26.4419471223509,26.2282226826283,26.2587030605395,26.0679806145427,26.1295799159875,26.0010823071846
protein_1712,28.2211581625526,27.9461242920753,27.805260427995,28.1486085070895,27.9501183689389,27.865527979108,28.4095716268574,27.9407334824999
protein_1714,30.5105056677454,30.6634361224328,30.343531119047,30.5705011113674,31.1724500912245,30.8563161761371,30.0400118624945,30.1779824200928
protein_1715,30.6725118709719,30.8182936715564,31.2537755209878,31.0197499148782,31.3649600097623,31.2133528957147,30.953972595994,30.825675381975
protein_1716,30.24831965655,30.7016652087384,30.9603263421801,30.6805459264234,30.9497731090396,30.3398369104657,30.6494240100497,30.5619578630807
protein_1717,30.768004440048,30.9596529948693,31.0795246855954,30.9216811024072,31.2090286048549,30.9314252845873,30.7018488468171,30.7140181597946
protein_1720,29.1352602763176,28.5175744551029,28.9057611610961,28.9500273234909,28.2185069927953,28.7478036834599,27.9838777673065,27.851381271472
protein_1721,27.4744149282161,27.3406520396341,26.9837172489234,27.3222585646131,27.4989416955693,27.2362894143487,26.9415729662606,26.9043790652856
protein_1723,24.9405390020981,25.785308336634,25.6151883455069,25.3986539309257,25.3955421309623,25.3840269464058,25.2711391728186,25.0135063651633
protein_1724,28.4130049254583,28.8112414684845,28.740265420228,29.1020011775134,28.2114788216123,28.8151248913115,28.6034715945404,28.1700479641097
protein_1725,26.4494002734589,26.015054857971,26.7757027008253,26.2677725512591,26.0383133251878,26.3629060752283,26.1514922488583,25.9355385571068
protein_1726,29.8186840622908,29.8638669141169,29.6773956965128,30.0506200914039,29.6943365374067,29.9218693124781,29.7121597653977,29.1299391614731
protein_1727,27.7142135258169,26.4225706821638,26.4289635430884,27.5228165557023,25.4161745396712,27.4031812669681,27.5065477492061,28.1735464987994
protein_1728,30.6757082589453,31.0173082743745,31.1550662121607,30.9596622647326,31.1013577961143,30.7861875606597,30.74458124309,31.1335746929804
protein_1729,27.0163218909512,25.8894545332763,26.7957724902042,26.290512054794,26.7292476473022,26.9095038584593,26.6375582307251,24.9364802026209
protein_1730,27.9665773751146,27.9309742248682,27.3478591159791,27.3861089582792,27.910817182005,27.8353586182721,28.2849108608362,28.1599043651258
protein_1732,30.9761440914765,31.0008723303202,31.5334295483911,31.4236660909268,31.8169798973524,31.7088239798415,31.3198998165216,31.3361370522762
protein_1734,30.473435686475,30.7401319224906,30.8436653590309,30.962926076938,30.3193795902421,30.1073531866774,30.1379701790641,30.2119181786522
protein_1735,23.6477005606158,23.6053979137122,24.8668727501922,23.7125296256098,23.3428909532147,23.1874245909451,23.0229498985032,23.2413553240879
protein_1739,26.174185151222,24.7920318191878,25.8553299910798,24.3106232239339,25.6711223079001,25.4616931942602,26.1201275845378,24.2847867142978
protein_1740,27.0513060815804,28.7981429458376,27.3600617906711,28.7585565538187,28.2497383989319,29.151531473081,27.677239654207,28.4023072826542
protein_1742,27.7353358802023,28.3780411555356,28.1880077508368,27.9563364689514,26.7986108888419,27.6342229650556,28.060800450825,26.2754583325921
protein_1743,29.7905667859507,30.0253211296602,29.6081078889833,29.6187996034056,29.0484000886626,29.9523270616144,29.8226131286097,28.8537196904071
protein_1744,32.2513776874569,31.7614964719708,32.1850297583449,32.2239063509986,32.6775056152855,32.6148369347208,32.2999522817454,31.2200976025533
protein_1745,31.2952559704709,32.0212184033593,32.0307851801848,32.0334404570425,32.2288103535141,32.1996563619025,31.5728412672436,31.8151546047063
protein_1746,26.2307841329788,26.2781316993105,26.4365387711346,25.1114830923934,26.2846275099948,26.0465168474724,26.0134288580566,25.7482124241725
protein_1747,30.87229466525,31.2511662244307,31.3815379503703,30.8447446505896,31.1114849397281,31.1000686580918,30.8551416513967,31.234405637977
protein_1748,28.4355835665059,28.8946139353911,28.7783246053636,28.3755889778964,28.5169093204698,28.634623281715,28.4197978004037,28.7723035475266
protein_1749,28.1060374101768,27.6218096043511,28.14767010711,28.3238389818738,30.1258384694515,29.1416642326642,28.8248906917047,28.0935458630884
protein_1750,27.3304743313298,26.8078231309718,26.543691083136,27.5432142074112,27.14904335954,27.8434798768933,27.4660227763509,23.6183360276927
protein_1751,27.9276632188986,28.246119701441,28.8734273840875,28.3597187893435,28.819693022991,29.034409009489,28.2737816738231,28.1892845143614
protein_1752,29.5349609400505,29.9344882399849,29.1323215195479,28.9658391329858,29.8516881093574,29.7449257295102,30.3677491505641,29.2223312975916
protein_1753,30.1739172661519,30.3649899842945,30.0853622628321,30.0249121174878,29.945383769338,29.7095987853013,29.8416384673607,30.0906673119095
protein_1754,29.9400231779914,29.9044654198857,29.810886587053,30.0131530107622,29.8647071230384,29.8557880066123,30.1536533324858,30.0975241150669
protein_1755,28.2171662250182,28.5468029593792,28.0830788185157,28.3922014067309,28.2799700038,28.2122289359875,27.1609203942309,28.3249104936992
protein_1756,28.0090193657107,28.0605078385487,27.8978839809987,28.8543840742516,27.2507736402901,27.9511407972957,28.1506239130182,28.4306534001357
protein_1758,28.5107973596792,28.4789337551959,28.5876353163991,28.7447595830771,28.9496402947665,28.9885051914055,29.35648062753,28.1874564103304
protein_1760,28.5402963086603,28.0732281654554,28.1278385319228,28.1765542838277,27.8744508306615,27.5875248667791,28.4945034332224,28.5797338100741
protein_1761,27.2915567503906,28.108259740495,25.1591157977632,24.8542512844277,27.0687460935867,27.5573732012222,27.4587836474297,26.6500531790696
protein_1762,28.548042932113,28.3987502203166,27.0585441023785,27.030868238161,28.669761946833,28.5806052999015,28.333742001789,27.1720981350412
protein_1764,27.2747918679111,27.9193605977268,28.5642509851941,27.9464777162781,27.543905583633,27.6776050664445,27.5876570859551,28.2572311445513
protein_1765,30.7482358301999,30.1570592279879,30.3989979145013,30.2854082863296,30.9242486889773,30.7651065825941,30.6184244739391,29.8525353651828
protein_1766,26.3752598914684,26.5488395104325,26.5489600775604,26.8839858742541,26.1707190938411,26.2409242967564,26.6395871127276,26.9441317829126
protein_1767,30.4274037626095,30.7293644614301,30.5381494079838,30.7314036500599,30.422221396455,30.2071033164459,30.4234280824432,30.355132908332
protein_1768,28.668999525863,29.5180237028783,29.0697938453102,29.0074568515509,27.9610178662072,28.724444105552,27.636007951514,28.09686622138
protein_1769,28.7761896519932,29.1193839046394,29.3975039975732,29.3675115237154,29.0587074805928,29.6850720398893,28.8006161048227,28.4499468787633
protein_1770,27.623402005451,27.5854062137903,26.798180029074,27.3764595134732,26.7198084931838,27.661073660486,26.7448168671383,26.2743229457473
protein_1771,25.682804918057,25.9391060047377,25.0362816604812,25.2978597739081,25.8789661718578,25.4974288495976,25.2521420200562,24.6299080410462
protein_1772,24.2019347335868,24.3289657510199,24.1243273676619,23.8688008470204,24.3195317153643,25.1320387812638,25.6522298321611,25.9565087047447
protein_1773,31.8498579230874,32.0327733276382,32.5007837867581,32.2668294757291,32.5776734706192,32.3851949708698,31.928350825264,31.9469746334829
protein_1774,31.0712206222199,31.2241827886211,31.19493258727,31.152012329256,31.4477430540839,31.3127683096031,31.2557335356598,31.0767217046534
protein_1775,26.8549164644473,26.5122756244911,26.1895482205325,26.0438035913039,25.298226788693,25.4017057191635,25.6338347581146,25.5958863793325
protein_1776,27.948759374691,28.0917128265004,29.0305165998541,28.5973748229361,28.5704404978041,28.3123256677014,28.073889627666,28.2457863785764
protein_1777,29.95374176983,30.1059776190246,30.3930129425574,30.2971358783752,29.9850633401739,29.9507204280024,29.7968891963055,30.1532624482234
protein_1778,26.1815325653388,26.650097721183,25.76838442576,26.588921589773,26.0882976868677,25.8037454849662,26.6664395432499,26.0162924166886
protein_1780,27.0223606201933,28.0750611569509,27.7814375741319,27.6309107531801,27.1975426420225,27.2444633457944,27.8446964000586,28.307683404715
protein_1781,26.4907460708682,26.3014332438235,26.0966893644757,26.3988532010172,25.303191779818,26.2988818379791,25.9729769704319,24.5661937327408
protein_1782,26.6544560336994,26.8637911761301,26.405216531989,26.410857090804,25.9430479905697,25.664817315227,25.6517431750336,25.8137876567231
protein_1783,27.6724407596306,28.563065193071,28.8584095057366,27.8463557004956,28.4756279361365,28.4856855979261,28.0525289419681,28.4029461238464
protein_1784,27.9603777252942,28.6386695358257,28.5439390510515,28.3692071712449,27.8591459659454,28.0401618633014,28.1471378278195,28.480329972914
protein_1785,28.939412613456,28.1031359217759,28.1238155955516,27.9082372465829,28.8474172505815,28.7897450387081,28.7219692395399,28.5894573077397
protein_1786,28.3809574251281,29.0040829071614,26.2190413980355,28.2939141630239,28.7190606598845,28.6538001636535,28.3258721353857,27.2376442802976
protein_1787,25.8844076721767,25.9387609036618,25.8813547632341,24.4300609505569,25.5618396564097,25.3538827232857,25.7816041168197,26.1883164018498
protein_1788,31.7095139544947,32.105038128089,32.5599990653283,32.4949168461989,32.0303211936424,31.9905395216946,31.7945549799198,32.1671176668567
protein_1789,27.4927879502941,27.6166650214846,28.3434293667431,28.0793239156807,28.3779780285546,28.432663016861,28.0867437180772,25.0290394075564
protein_1790,32.2732296641409,32.5822719097907,32.9023719906253,32.6110250489883,32.5298355304501,32.6157730658532,32.5914753034742,32.5503272155352
protein_1791,30.2524484508994,30.5482018259986,30.6689957311193,30.5436260149529,30.1665196368557,30.2894907081664,30.1706455284339,30.4897225126465
protein_1792,32.1903582946273,32.5509406170729,32.6942697497524,32.5605712963515,32.2302325364184,32.1603108113872,32.0926019896931,32.462503907791
protein_1793,27.3419060637697,26.7502078974869,24.711808173608,25.6618740053638,27.1381753739615,26.8107168873424,27.4762164246181,26.2644203183596
protein_1795,4.69036942081416,4.71041722824843,4.74197348520351,4.70063224572068,24.8471491886522,26.4779840864829,25.0077520675369,24.0390250182684
protein_1796,29.1097009209881,30.0005508793206,29.5521069789349,28.3229360983016,29.6997481929502,29.6772314486954,29.4845425956834,29.1636286200729
protein_1797,26.1214002324524,24.8152785029782,25.8412173057714,27.1670265447231,24.3855541421123,25.4655201209168,26.8407569505293,27.0676715288416
protein_1798,26.8012076063667,26.8804982396867,24.9319827696946,26.7652770980589,26.7412059656268,27.3092426554353,26.5655865312838,25.3742706880931
protein_1799,28.1865207974048,28.0685916616214,28.0634450029858,28.1351695366607,27.8467612661892,28.1863747626028,28.2462606110592,28.6172133448772
protein_1801,29.6468032271679,29.6588310231103,29.6053949398788,29.7608502202675,30.0532787063943,30.2276607323986,29.4654810998936,28.8757629895448
protein_1802,27.5296842788194,27.4899678054709,27.2289896862545,27.7067613937417,26.8650170135005,27.8798339171625,27.6258633941084,27.5470845865992
protein_1803,27.8491398162059,27.801784584391,27.8558437002252,28.1752416915808,27.5461560589509,27.0460539259087,27.1373090638494,27.8214922020361
protein_1804,28.3077323171316,27.5086891717113,26.9036371773057,27.3756978235746,27.2082405471192,28.3237522555991,27.3374635579867,26.5259540661037
protein_1805,29.6406370793287,29.1118356167263,28.9819926934014,29.3555582656252,29.1852765488497,29.2594161831711,29.1304723967094,28.7381490089668
protein_1806,27.1070900881081,26.4563145595674,26.6732726684574,26.3761331241861,27.1803498163191,27.1888511326169,27.2971053538218,27.4420946706094
protein_1807,24.7822477050595,24.5126687583839,24.0621347766705,24.6521299016969,25.445525726532,25.3494348878747,25.2439392201581,25.019161991692
protein_1808,27.4799514448183,28.3560257270848,27.507258767778,28.1779905159432,28.0264035497969,28.1040880386587,27.8684740948635,27.6503401683367
protein_1809,29.3370691090406,29.0165363304537,28.8722993972897,29.3850279638926,29.5550357192159,29.3268235050527,29.7700891369617,29.1414693043357
protein_1810,28.0314455148263,27.4337977250059,27.1802350559698,27.6040331765336,28.3963375671425,28.6759005836037,27.6723452748252,25.9716540365395
protein_1812,26.857337444455,27.9191662430127,27.5454613482065,27.8432892303331,26.5937111063213,27.6661433771921,27.351928919925,27.6355579581227
protein_1813,27.0149017314823,27.1583895405498,27.2318728983806,27.5690501983287,27.4177731279599,27.2998762321965,27.2706845051198,27.2677911026988
protein_1815,30.2747918679111,30.3026965250708,30.2860315614871,30.1469514088748,30.3628171092575,30.0148131304837,29.8129463990821,30.5220348404725
protein_1816,26.1566683249033,25.596314605506,25.6620894339915,25.6110030895528,26.9046915436953,25.8609557490436,26.3069485377583,26.9959762224155
protein_1817,27.2409857948202,26.8599485712403,26.8232341431879,27.4472528401078,26.8933563780795,27.5713380034615,26.6855841980139,26.7489094171634
protein_1819,33.6717857778994,34.0623350521784,34.3709228225957,30.13021037827,33.5595769813829,33.519892512101,33.4703413825484,29.9346198605953
protein_1820,32.6418482068687,32.8545402377668,32.9508066439863,32.9625864408043,32.8622926290977,32.8004783579218,32.6671987117777,32.8068714725267
protein_1822,30.5924041650895,31.1503478057818,31.1328514783452,31.0926618177204,30.5322987365788,30.5592721998795,30.6882432589402,30.8822069855558
protein_1823,29.4441616129083,29.1607834822171,28.6259534603963,29.2099639316615,29.0874335793504,28.5398893396841,29.3340882149683,29.379637918172
protein_1824,27.5187035719903,26.3579628567541,26.2356716911978,27.5922788551165,27.2508598768806,27.3831622189987,27.3720425778975,27.3659419625673
protein_1825,29.7230521195716,29.971557302105,29.9402484522877,30.1003555050778,30.0102436969253,29.7487712094615,29.7257940167167,30.1956646976533
protein_1826,27.9657265013861,28.2007882929232,27.1782510920037,28.2607647114,27.7614435272159,27.1792578147984,27.4486483567356,27.212404180018
protein_1827,30.2299951547058,30.0989379285526,30.5283585588437,30.4102461901304,30.5028211286741,30.7136414835691,30.2547324348385,30.323651440473
protein_1829,28.4719110991824,29.0290182687969,29.0448549973474,28.7495552496787,28.8510340644658,28.5892098683957,28.5578717167248,28.9386789045509
protein_1830,25.4976552964476,25.7014957025944,26.068846375474,25.6881254891289,25.8541821317941,26.2791480605153,26.8172690663927,26.5795755905008
protein_1831,27.2810860054136,27.2636005939691,26.7409299255153,27.3675115237154,27.6988476588736,27.8134938671995,28.0347472852752,27.369432637004
protein_1832,26.017555233958,26.1081574422541,26.0706669352734,25.9777340937525,25.8782294822015,23.6885019212906,25.6134895887422,26.3191277800885
protein_1833,26.7674275129126,26.6327790936021,26.9651883887751,27.2965036089792,27.2087733656803,26.5200591916738,27.8224016259278,27.0511389477229
protein_1834,28.9473690516372,29.3452162731132,29.3261807984018,29.1020011775134,29.0928799005755,29.2303321829412,29.1431917743469,28.9903478138703
protein_1835,27.3434552346559,27.6985544272823,25.3847947672938,26.8407525052767,26.1979720847804,26.6719156081116,26.5920750806521,26.9837297396665
protein_1837,29.105282518226,28.9747402007674,29.3178152299471,28.9571004445056,29.0727030349757,29.0999014052611,29.1556880714764,29.0370509768554
protein_1838,26.9883353470761,27.2040944255852,27.39303752187,27.2647666419575,26.8728828054646,26.5433375044726,26.3537513266071,27.4772191914579
protein_1839,24.7445380479359,25.5478090229073,25.9031125960608,26.5478197511959,24.3568681067116,25.8336430386828,24.3387391911988,25.4004743685267
protein_1840,25.0578974290673,26.0815538743668,26.0713830441331,26.6274411982167,27.0429821161127,27.0117582026709,26.9965976667704,26.9685214446267
protein_1842,33.166404633361,33.0771368246557,33.1377370561071,33.1757262396735,33.2465146911248,33.4595786615534,33.0397844654876,32.3454723992147
protein_1843,28.8548955762576,28.8721488116753,28.8357301195396,28.8724694213519,29.0936013202529,29.0745459100681,28.5985944729192,28.7136405762987
protein_1844,27.0450214108419,26.9192828589831,26.1557356553846,27.3031572715658,26.6565105141497,26.7611493417402,25.5589666900681,27.5237001481227
protein_1846,36.4403079764985,37.3382997662102,37.3232888366169,37.0888804487356,36.6872117547115,36.8408826754085,36.5991690075555,36.7639606040335
protein_1848,32.1362359953117,32.3695580007513,32.2409961937577,32.3124979051955,32.3687396948883,32.3075876378906,31.618559823882,31.7535001431264
protein_1849,29.7520542686263,29.9572650331128,29.8639531458987,29.7427988693578,30.175746901783,30.0829646159009,29.4801993207037,29.7255893851875
protein_1850,30.8720366679602,31.6947984218614,31.2175931846812,31.5296315625359,30.8941295561623,30.0784445368814,30.694612783816,31.251236329369
protein_1851,28.0536375926837,27.118470035284,27.6897905986868,27.9059027271505,28.0669349845049,27.6069885904922,26.6875466973877,27.1820574113781
protein_1853,25.9351432661847,26.3191003280579,26.479989027168,25.9835164463465,26.9139791948481,26.2992548161353,25.8658767372873,25.9862106251327
protein_1854,25.2626497568744,25.6466740653987,25.367366184872,25.7131844326819,24.8085344387057,24.7041722563909,25.118689067199,25.7535118312424
protein_1855,28.5846030444144,27.9877727649198,27.7402035902197,28.0321117621922,28.5362488289106,27.6573202660423,28.627263180428,28.5064448038981
protein_1856,24.6054570447548,24.4026619837071,25.1142907515338,25.2787099016275,24.9072543495615,25.0007919274019,25.0541229962108,24.768025292975
